"order_id","person_id","order_date","status","total_amount","currency","payment_method","shipping_method","notes"
1034,8110,"2025-07-08","Cancelled",973.95,"EUR","bank_transfer","pickup_point",""
1035,2309,"2021-05-25","Pending",1363.95,"USD","apple_pay","standard",""
1036,6111,"2023-01-08","Shipped",376.99,"EUR","debit_card","express",""
1037,3189,"2021-08-31","Returned",573.95,"GBP","klarna","pickup_point",""
1038,3389,"2024-02-27","Refunded",670.95,"GBP","klarna","standard",""
1039,7470,"2024-10-16","Refunded",768.95,"GBP","klarna","economy",""
1040,3426,"2025-11-16","Cancelled",642.95,"USD","google_pay","overnight",""
1041,999,"2024-07-09","Shipped",546.95,"EUR","google_pay","economy",""
1042,3127,"2025-10-13","Returned",136.95,"USD","bank_transfer","standard","Residential address"
1043,2175,"2021-02-26","Cancelled",1032.95,"EUR","credit_card","overnight",""
1044,7204,"2023-04-21","Shipped",35.99,"EUR","debit_card","dhl",""
1045,6455,"2022-04-16","Returned",528.99,"GBP","paypal","overnight",""
1046,4116,"2023-02-28","Shipped",332.95,"GBP","google_pay","pickup_point",""
1047,3794,"2021-02-06","Pending",1120.95,"EUR","debit_card","overnight",""
1048,3859,"2024-04-02","Delivered",554.95,"EUR","klarna","dhl",""
1049,7094,"2023-12-02","Cancelled",404.99,"USD","apple_pay","pickup_point",""
1050,4302,"2024-04-02","Returned",628.95,"USD","klarna","fedex",""
1051,1731,"2021-05-26","Pending",1214.99,"GBP","credit_card","fedex",""
1052,1578,"2023-12-05","Delivered",749.99,"EUR","paypal","overnight",""
1053,3506,"2022-02-15","Processing",1098.95,"EUR","google_pay","express",""
1054,9340,"2021-10-25","Cancelled",353.99,"EUR","google_pay","ups",""
1055,1437,"2022-04-30","Processing",877.99,"GBP","google_pay","pickup_point",""
1056,496,"2021-10-08","Delivered",631.95,"EUR","debit_card","fedex",""
1057,8521,"2025-08-19","Returned",555.95,"USD","klarna","standard",""
1058,1411,"2025-11-02","Delivered",1425.99,"USD","debit_card","economy",""
1059,603,"2022-06-29","Shipped",380.95,"USD","klarna","economy",""
1060,3944,"2022-02-21","Pending",396.99,"EUR","credit_card","pickup_point",""
1061,4244,"2024-11-24","Processing",626.99,"USD","credit_card","economy",""
1062,1451,"2021-03-24","Shipped",601.99,"USD","bank_transfer","express",""
1063,5155,"2023-04-09","Delivered",905.95,"USD","google_pay","ups",""
1064,1931,"2025-08-21","Processing",78.99,"USD","credit_card","economy",""
1065,6716,"2024-10-31","Delivered",1238.99,"EUR","google_pay","pickup_point","Combine with other items if available"
1066,7938,"2023-03-01","Shipped",961.95,"EUR","klarna","overnight",""
1067,8640,"2022-02-04","Shipped",1113.95,"EUR","debit_card","dhl",""
1068,7295,"2024-07-10","Pending",954.95,"EUR","paypal","standard",""
1069,4533,"2021-02-05","Pending",841.99,"EUR","bank_transfer","dhl","Gift wrapping requested"
1070,4988,"2022-01-13","Processing",361.95,"GBP","apple_pay","dhl",""
1071,969,"2024-09-17","Processing",905.99,"EUR","klarna","express",""
1072,4311,"2025-08-15","Refunded",413.99,"USD","google_pay","express",""
1073,5953,"2025-07-12","Returned",917.95,"USD","debit_card","economy",""
1074,3000,"2021-08-28","Delivered",838.99,"USD","klarna","standard",""
1075,6773,"2023-08-18","Pending",661.99,"EUR","paypal","ups",""
1076,4849,"2023-10-26","Pending",1407.95,"EUR","credit_card","ups",""
1077,8326,"2025-07-27","Delivered",1441.99,"GBP","bank_transfer","overnight",""
1078,9902,"2025-02-02","Shipped",1105.95,"GBP","paypal","dhl",""
1079,444,"2024-09-19","Cancelled",1204.99,"USD","apple_pay","fedex",""
1080,1249,"2024-06-11","Shipped",938.99,"USD","debit_card","ups",""
1081,1721,"2025-05-01","Cancelled",1190.95,"GBP","klarna","fedex",""
1082,8187,"2023-07-16","Pending",670.99,"USD","debit_card","overnight",""
1083,423,"2021-07-29","Processing",794.95,"EUR","klarna","ups",""
1084,5783,"2025-09-08","Shipped",1042.99,"EUR","credit_card","pickup_point",""
1085,8044,"2023-10-27","Cancelled",152.99,"GBP","credit_card","fedex","ASAP delivery needed"
1086,2754,"2025-12-18","Refunded",1034.99,"GBP","apple_pay","pickup_point",""
1087,3950,"2022-10-18","Refunded",1146.99,"EUR","paypal","fedex",""
1088,8575,"2022-06-09","Cancelled",633.99,"USD","credit_card","overnight",""
1089,2372,"2024-07-19","Returned",311.95,"GBP","google_pay","standard",""
1090,1187,"2025-07-23","Cancelled",133.99,"EUR","debit_card","standard",""
1091,7764,"2021-09-03","Shipped",771.95,"USD","apple_pay","ups",""
1092,6475,"2024-06-12","Pending",529.95,"GBP","klarna","standard",""
1093,8080,"2024-08-10","Shipped",875.99,"GBP","google_pay","fedex",""
1094,1691,"2023-07-12","Processing",1256.95,"USD","debit_card","pickup_point","Leave with neighbor if not home"
1095,6363,"2024-03-18","Cancelled",1042.95,"GBP","credit_card","dhl",""
1096,7180,"2022-02-12","Delivered",1243.95,"EUR","bank_transfer","express",""
1097,7146,"2022-01-12","Delivered",370.99,"GBP","apple_pay","fedex",""
1098,9700,"2021-02-19","Pending",345.95,"GBP","apple_pay","economy",""
1099,6933,"2025-06-07","Refunded",1413.99,"GBP","bank_transfer","overnight",""
1100,6569,"2025-03-13","Delivered",1025.95,"EUR","credit_card","ups",""
1101,6163,"2024-07-23","Shipped",1163.99,"GBP","credit_card","economy","Please leave at front door"
1102,7347,"2023-01-20","Pending",362.99,"USD","klarna","ups",""
1103,3160,"2023-10-26","Returned",1377.95,"GBP","debit_card","economy",""
1104,3284,"2021-05-03","Pending",483.99,"USD","debit_card","pickup_point",""
1105,7341,"2022-04-29","Refunded",1019.95,"EUR","klarna","dhl",""
1106,5915,"2022-02-17","Returned",852.99,"EUR","bank_transfer","express",""
1107,1057,"2025-08-20","Returned",660.99,"EUR","credit_card","fedex",""
1108,8780,"2022-08-23","Processing",920.95,"GBP","bank_transfer","pickup_point","Residential address"
1109,2065,"2021-01-22","Returned",680.99,"EUR","bank_transfer","standard",""
1110,8085,"2021-10-09","Shipped",204.95,"USD","klarna","dhl",""
1111,8825,"2022-01-08","Refunded",29.95,"USD","paypal","economy",""
1112,1702,"2021-07-26","Refunded",1376.99,"GBP","paypal","express",""
1113,8314,"2023-07-11","Shipped",41.99,"EUR","google_pay","ups",""
1114,2915,"2024-11-26","Returned",1353.99,"USD","apple_pay","economy",""
1115,7966,"2021-11-30","Processing",158.99,"GBP","paypal","overnight",""
1116,461,"2024-11-02","Returned",1106.99,"EUR","debit_card","overnight",""
1117,7493,"2022-04-06","Cancelled",74.99,"EUR","klarna","fedex",""
1118,333,"2025-09-28","Cancelled",842.99,"USD","credit_card","express",""
1119,8749,"2023-08-25","Refunded",36.95,"EUR","klarna","express",""
1120,642,"2025-03-18","Delivered",522.95,"USD","bank_transfer","dhl",""
1121,4040,"2025-04-25","Pending",41.99,"GBP","bank_transfer","pickup_point",""
1122,8893,"2024-06-24","Processing",354.95,"USD","google_pay","express",""
1123,3125,"2021-10-20","Returned",1206.99,"GBP","paypal","pickup_point",""
1124,8047,"2025-08-08","Processing",738.95,"USD","google_pay","dhl",""
1125,5583,"2025-06-21","Pending",157.99,"EUR","bank_transfer","economy",""
1126,5081,"2025-07-27","Delivered",408.95,"GBP","apple_pay","standard",""
1127,8369,"2021-12-14","Processing",1322.95,"EUR","bank_transfer","ups",""
1128,7357,"2021-10-11","Processing",843.95,"USD","credit_card","dhl",""
1129,1377,"2025-09-09","Processing",1365.99,"USD","credit_card","dhl",""
1130,4705,"2021-02-01","Pending",636.95,"GBP","google_pay","dhl",""
1131,1369,"2021-03-11","Shipped",385.95,"USD","apple_pay","express",""
1132,8615,"2021-06-03","Cancelled",1056.95,"GBP","debit_card","economy",""
1133,1633,"2024-04-08","Refunded",1064.99,"EUR","google_pay","economy",""
1134,501,"2022-11-13","Cancelled",232.99,"EUR","debit_card","express",""
1135,5065,"2022-12-24","Cancelled",913.99,"USD","google_pay","overnight",""
1136,6996,"2025-07-17","Pending",1203.99,"EUR","debit_card","pickup_point",""
1137,3052,"2023-07-19","Delivered",1065.99,"EUR","credit_card","express",""
1138,4549,"2024-11-11","Returned",932.99,"GBP","debit_card","economy","Please leave at front door"
1139,7707,"2021-05-25","Returned",319.99,"EUR","apple_pay","ups",""
1140,5114,"2021-09-05","Delivered",1243.99,"GBP","debit_card","economy","Residential address"
1141,6973,"2022-08-15","Refunded",580.95,"EUR","klarna","ups",""
1142,6030,"2021-11-27","Shipped",410.95,"USD","paypal","standard",""
1143,8260,"2025-06-10","Cancelled",245.99,"EUR","klarna","standard",""
1144,7993,"2023-01-05","Shipped",1114.95,"GBP","klarna","economy",""
1145,2567,"2024-12-21","Pending",1191.99,"GBP","credit_card","express",""
1146,7421,"2023-01-27","Delivered",751.99,"GBP","klarna","standard","ASAP delivery needed"
1147,2454,"2025-08-25","Shipped",461.95,"GBP","klarna","ups",""
1148,9526,"2021-06-01","Shipped",1069.95,"GBP","klarna","dhl",""
1149,8495,"2022-08-25","Cancelled",1038.95,"USD","bank_transfer","standard",""
1150,2846,"2024-01-06","Refunded",1320.95,"EUR","paypal","pickup_point",""
1151,4912,"2023-10-23","Processing",558.95,"GBP","debit_card","express",""
1152,8421,"2022-06-12","Delivered",429.95,"GBP","paypal","express",""
1153,4560,"2025-10-26","Pending",371.95,"EUR","paypal","ups","Fragile - handle with care"
1154,9372,"2023-11-18","Refunded",717.99,"GBP","credit_card","economy",""
1155,437,"2025-10-21","Processing",961.95,"GBP","bank_transfer","fedex",""
1156,5921,"2021-03-23","Processing",1101.95,"USD","paypal","overnight",""
1157,7514,"2021-01-05","Refunded",790.99,"USD","klarna","standard",""
1158,9298,"2025-02-10","Returned",163.95,"USD","google_pay","standard",""
1159,8158,"2022-12-18","Refunded",609.95,"EUR","paypal","fedex",""
1160,877,"2024-06-25","Pending",817.99,"USD","apple_pay","ups",""
1161,6474,"2022-11-07","Delivered",152.99,"EUR","debit_card","ups",""
1162,9273,"2023-06-23","Cancelled",782.99,"EUR","debit_card","express",""
1163,8236,"2024-02-18","Processing",197.99,"GBP","google_pay","express",""
1164,6427,"2024-04-17","Cancelled",711.99,"USD","paypal","pickup_point",""
1165,171,"2023-05-10","Delivered",588.99,"GBP","debit_card","overnight",""
1166,1130,"2023-10-18","Pending",1088.95,"USD","credit_card","pickup_point",""
1167,5641,"2023-12-25","Shipped",425.95,"GBP","bank_transfer","pickup_point",""
1168,8173,"2025-06-24","Processing",242.99,"GBP","credit_card","standard",""
1169,7743,"2023-08-10","Pending",1389.99,"GBP","credit_card","pickup_point",""
1170,3268,"2022-06-21","Returned",547.95,"GBP","debit_card","standard",""
1171,2810,"2025-01-12","Returned",386.95,"GBP","debit_card","ups",""
1172,4800,"2022-11-15","Cancelled",313.99,"EUR","debit_card","dhl",""
1173,4167,"2023-06-12","Returned",445.95,"EUR","paypal","standard",""
1174,8685,"2021-09-30","Returned",748.99,"USD","debit_card","pickup_point",""
1175,8963,"2023-08-26","Pending",313.99,"USD","klarna","express",""
1176,1984,"2021-11-03","Delivered",54.95,"GBP","credit_card","overnight",""
1177,2221,"2024-03-22","Pending",73.95,"GBP","apple_pay","ups",""
1178,2983,"2021-08-02","Refunded",522.99,"EUR","apple_pay","dhl",""
1179,3686,"2021-05-24","Shipped",316.95,"USD","debit_card","overnight",""
1180,7948,"2022-12-23","Returned",194.99,"EUR","debit_card","pickup_point",""
1181,8575,"2023-07-25","Returned",932.95,"EUR","google_pay","pickup_point",""
1182,4683,"2024-09-28","Delivered",976.99,"EUR","debit_card","dhl",""
1183,9680,"2021-10-23","Refunded",1028.99,"EUR","klarna","economy",""
1184,9091,"2023-07-24","Pending",728.95,"GBP","paypal","ups",""
1185,7060,"2023-07-24","Processing",313.95,"USD","bank_transfer","economy",""
1186,6784,"2021-09-18","Returned",37.99,"GBP","bank_transfer","economy",""
1187,6441,"2025-01-08","Pending",243.99,"GBP","google_pay","pickup_point",""
1188,2008,"2023-10-16","Pending",399.95,"GBP","apple_pay","overnight",""
1189,7159,"2022-12-21","Cancelled",841.95,"EUR","bank_transfer","standard",""
1190,9275,"2025-11-06","Pending",880.95,"USD","debit_card","express",""
1191,5822,"2023-11-03","Pending",909.95,"USD","credit_card","express",""
1192,1805,"2022-11-28","Pending",642.95,"GBP","paypal","ups",""
1193,5625,"2023-04-15","Processing",381.95,"EUR","debit_card","dhl",""
1194,882,"2025-03-25","Processing",743.95,"GBP","credit_card","standard",""
1195,5334,"2022-11-19","Shipped",402.99,"USD","apple_pay","express","Combine with other items if available"
1196,6144,"2024-01-25","Processing",734.99,"GBP","klarna","dhl",""
1197,2644,"2025-09-08","Processing",270.99,"GBP","credit_card","economy","Ring doorbell twice"
1198,6722,"2022-01-24","Processing",779.95,"USD","bank_transfer","overnight",""
1199,4168,"2023-03-29","Delivered",412.95,"GBP","google_pay","ups",""
1200,6827,"2021-06-05","Shipped",773.99,"EUR","apple_pay","overnight",""
1201,8853,"2025-10-06","Pending",255.99,"USD","klarna","economy",""
1202,9519,"2022-09-05","Shipped",1323.95,"USD","google_pay","ups",""
1203,4145,"2025-03-19","Delivered",1187.95,"USD","paypal","ups",""
1204,5066,"2022-05-26","Delivered",96.99,"EUR","klarna","fedex",""
1205,8891,"2023-06-30","Refunded",1057.95,"USD","debit_card","overnight",""
1206,1401,"2024-02-16","Processing",1092.99,"USD","google_pay","dhl",""
1207,2397,"2021-08-06","Returned",224.95,"USD","apple_pay","pickup_point",""
1208,9229,"2021-12-21","Delivered",125.99,"USD","google_pay","fedex",""
1209,797,"2024-09-06","Shipped",1494.99,"USD","paypal","express",""
1210,1149,"2025-04-27","Processing",1319.95,"EUR","google_pay","fedex",""
1211,9714,"2025-02-24","Delivered",803.99,"USD","paypal","express",""
1212,5350,"2023-06-20","Cancelled",999.99,"GBP","apple_pay","overnight",""
1213,7705,"2022-02-16","Returned",858.99,"EUR","credit_card","express",""
1214,8873,"2024-11-05","Processing",923.95,"EUR","debit_card","standard",""
1215,908,"2021-10-30","Shipped",1133.95,"GBP","credit_card","ups",""
1216,5036,"2021-03-10","Returned",475.99,"EUR","google_pay","dhl",""
1217,5010,"2024-06-01","Pending",1233.95,"GBP","credit_card","overnight",""
1218,7235,"2025-03-09","Cancelled",1281.95,"GBP","apple_pay","overnight",""
1219,5135,"2025-04-30","Delivered",416.95,"USD","debit_card","pickup_point",""
1220,74,"2025-11-29","Returned",1225.95,"EUR","google_pay","fedex",""
1221,908,"2022-09-09","Delivered",84.95,"GBP","paypal","dhl",""
1222,3275,"2022-08-30","Delivered",226.95,"EUR","apple_pay","overnight",""
1223,4289,"2022-05-15","Returned",915.95,"EUR","paypal","ups",""
1224,2004,"2024-07-08","Returned",1199.99,"EUR","paypal","pickup_point",""
1225,8446,"2021-12-29","Processing",638.95,"EUR","paypal","express",""
1226,7980,"2024-05-10","Processing",453.99,"USD","google_pay","express",""
1227,4895,"2023-07-14","Processing",789.99,"USD","bank_transfer","fedex",""
1228,2155,"2024-12-03","Delivered",1408.99,"GBP","credit_card","overnight",""
1229,101,"2025-09-22","Pending",16.99,"USD","apple_pay","ups",""
1230,4448,"2021-05-02","Delivered",971.99,"GBP","google_pay","ups",""
1231,5399,"2025-03-09","Cancelled",473.95,"GBP","debit_card","express",""
1232,7931,"2022-12-15","Delivered",281.99,"USD","debit_card","express",""
1233,9372,"2024-05-14","Refunded",1023.95,"USD","bank_transfer","ups",""
1234,5892,"2025-06-10","Refunded",775.95,"GBP","debit_card","ups",""
1235,8067,"2024-04-28","Pending",318.99,"EUR","google_pay","pickup_point",""
1236,3816,"2022-05-28","Delivered",872.99,"USD","apple_pay","express",""
1237,6691,"2024-10-20","Processing",701.99,"EUR","google_pay","overnight",""
1238,5563,"2024-08-08","Shipped",549.99,"EUR","bank_transfer","overnight",""
1239,1862,"2024-06-07","Returned",1137.99,"GBP","paypal","express",""
1240,7923,"2022-03-27","Cancelled",877.95,"GBP","credit_card","fedex",""
1241,3138,"2021-08-01","Cancelled",1120.95,"EUR","debit_card","overnight",""
1242,3970,"2021-03-17","Delivered",797.95,"USD","google_pay","standard",""
1243,9785,"2023-09-15","Processing",1059.99,"EUR","credit_card","express",""
1244,4649,"2021-10-13","Refunded",145.95,"USD","apple_pay","ups",""
1245,9564,"2021-01-27","Delivered",882.95,"EUR","paypal","fedex",""
1246,7604,"2024-04-13","Processing",688.99,"GBP","debit_card","standard",""
1247,8009,"2025-07-01","Cancelled",140.99,"GBP","paypal","fedex",""
1248,4064,"2025-02-05","Shipped",988.99,"USD","paypal","economy",""
1249,2848,"2022-05-14","Pending",57.99,"GBP","credit_card","dhl",""
1250,6856,"2023-06-08","Refunded",861.99,"GBP","klarna","economy",""
1251,5657,"2021-04-19","Refunded",1413.99,"GBP","paypal","dhl",""
1252,9524,"2022-02-15","Shipped",758.95,"USD","debit_card","fedex",""
1253,5647,"2021-11-28","Refunded",1455.99,"USD","bank_transfer","ups",""
1254,8836,"2021-06-12","Shipped",1021.95,"GBP","paypal","overnight",""
1255,5698,"2023-10-01","Processing",1172.99,"EUR","credit_card","express",""
1256,1528,"2024-08-28","Returned",461.99,"GBP","debit_card","overnight","Please leave at front door"
1257,4790,"2025-01-23","Shipped",364.95,"USD","apple_pay","ups",""
1258,6818,"2023-03-29","Pending",1306.99,"EUR","apple_pay","ups",""
1259,4204,"2022-09-09","Returned",904.99,"GBP","debit_card","ups",""
1260,8953,"2025-04-17","Cancelled",1426.99,"EUR","debit_card","overnight",""
1261,5458,"2024-03-27","Refunded",1032.99,"EUR","bank_transfer","fedex",""
1262,9844,"2023-06-29","Processing",391.99,"EUR","google_pay","dhl",""
1263,3592,"2025-08-27","Pending",744.99,"GBP","paypal","fedex",""
1264,7548,"2024-05-25","Refunded",1107.99,"USD","paypal","economy",""
1265,3149,"2025-04-16","Pending",563.95,"GBP","bank_transfer","ups",""
1266,3748,"2023-11-02","Shipped",53.95,"USD","debit_card","overnight",""
1267,8330,"2021-09-11","Pending",81.99,"GBP","apple_pay","pickup_point",""
1268,8750,"2025-04-07","Shipped",49.99,"USD","credit_card","ups",""
1269,3184,"2022-03-29","Processing",1042.95,"EUR","paypal","pickup_point",""
1270,6429,"2023-06-11","Delivered",811.95,"USD","apple_pay","overnight",""
1271,343,"2023-06-13","Processing",1091.95,"EUR","debit_card","express",""
1272,5614,"2025-01-05","Cancelled",1234.95,"GBP","apple_pay","express",""
1273,5726,"2024-01-21","Pending",1401.99,"EUR","bank_transfer","ups",""
1274,2274,"2025-08-05","Pending",1351.99,"EUR","klarna","standard",""
1275,4441,"2024-01-28","Refunded",1143.95,"USD","paypal","economy",""
1276,4512,"2024-01-05","Pending",121.99,"EUR","debit_card","fedex",""
1277,269,"2022-04-01","Processing",85.95,"GBP","google_pay","economy",""
1278,4383,"2021-07-02","Cancelled",575.99,"USD","apple_pay","express",""
1279,3067,"2023-04-05","Delivered",974.99,"GBP","klarna","economy",""
1280,8518,"2023-09-13","Processing",914.95,"USD","credit_card","economy",""
1281,1305,"2021-01-14","Cancelled",1312.99,"USD","apple_pay","dhl",""
1282,2027,"2023-09-03","Cancelled",954.95,"EUR","credit_card","standard",""
1283,5269,"2025-03-28","Pending",1434.95,"GBP","google_pay","pickup_point",""
1284,1329,"2024-02-10","Cancelled",285.99,"USD","credit_card","pickup_point",""
1285,3060,"2021-02-23","Processing",725.99,"GBP","bank_transfer","fedex","Do not leave in direct sunlight"
1286,4083,"2023-03-11","Cancelled",1327.99,"USD","apple_pay","ups",""
1287,4536,"2021-11-13","Returned",21.99,"EUR","bank_transfer","standard",""
1288,2691,"2021-02-02","Returned",1406.95,"USD","google_pay","dhl",""
1289,9988,"2025-10-03","Pending",184.95,"USD","paypal","overnight",""
1290,8332,"2023-10-31","Returned",109.99,"USD","klarna","economy",""
1291,4458,"2021-06-09","Delivered",1081.99,"EUR","bank_transfer","dhl",""
1292,1556,"2023-05-29","Processing",812.99,"GBP","klarna","express",""
1293,8571,"2025-05-20","Returned",318.95,"GBP","apple_pay","standard","Ring doorbell twice"
1294,1957,"2024-12-05","Pending",920.99,"GBP","apple_pay","ups",""
1295,8288,"2022-10-25","Shipped",1469.95,"GBP","credit_card","fedex",""
1296,8393,"2022-02-01","Pending",856.95,"GBP","google_pay","fedex",""
1297,7665,"2021-08-01","Refunded",181.95,"EUR","credit_card","pickup_point",""
1298,3894,"2023-04-18","Cancelled",778.99,"EUR","apple_pay","dhl",""
1299,5836,"2023-05-14","Refunded",1085.95,"USD","credit_card","fedex",""
1300,1594,"2021-08-16","Returned",745.95,"GBP","apple_pay","dhl",""
1301,549,"2021-01-13","Pending",232.95,"USD","paypal","pickup_point",""
1302,387,"2023-09-02","Delivered",1464.95,"EUR","apple_pay","express",""
1303,4863,"2024-08-30","Refunded",1216.99,"GBP","debit_card","pickup_point","Ring doorbell twice"
1304,4739,"2024-03-04","Pending",493.95,"EUR","google_pay","fedex",""
1305,7717,"2025-02-11","Shipped",1414.99,"EUR","debit_card","fedex",""
1306,3495,"2024-01-25","Returned",401.99,"GBP","credit_card","dhl",""
1307,5747,"2023-01-16","Shipped",1317.99,"USD","credit_card","pickup_point","Ring doorbell twice"
1308,8165,"2021-06-30","Pending",1167.95,"GBP","google_pay","fedex",""
1309,2997,"2023-01-29","Pending",187.95,"GBP","google_pay","overnight","Gift wrapping requested"
1310,8276,"2025-09-08","Delivered",1186.99,"EUR","credit_card","express",""
1311,2921,"2021-06-28","Cancelled",843.99,"EUR","google_pay","economy",""
1312,2520,"2025-05-19","Processing",1275.99,"EUR","bank_transfer","dhl",""
1313,5892,"2021-12-02","Pending",1187.95,"USD","apple_pay","economy",""
1314,6755,"2024-03-22","Cancelled",612.95,"EUR","paypal","express",""
1315,6260,"2025-11-28","Returned",88.99,"GBP","debit_card","overnight",""
1316,1147,"2021-04-26","Processing",280.99,"GBP","bank_transfer","fedex",""
1317,745,"2024-03-06","Pending",508.95,"USD","credit_card","pickup_point",""
1318,502,"2021-11-01","Pending",691.95,"USD","debit_card","economy",""
1319,1313,"2025-09-24","Shipped",45.95,"EUR","credit_card","ups",""
1320,6753,"2021-04-08","Pending",1151.95,"EUR","google_pay","overnight",""
1321,9854,"2022-10-26","Pending",1221.95,"GBP","apple_pay","overnight","Please leave at front door"
1322,8567,"2024-06-09","Cancelled",311.99,"EUR","debit_card","standard","Deliver to back entrance"
1323,4359,"2022-12-17","Pending",225.95,"USD","apple_pay","overnight",""
1324,3310,"2022-12-29","Cancelled",80.99,"EUR","klarna","express",""
1325,4068,"2023-04-18","Pending",348.95,"EUR","google_pay","express",""
1326,5186,"2024-09-16","Pending",58.95,"EUR","bank_transfer","standard",""
1327,4064,"2021-07-03","Processing",995.95,"USD","klarna","fedex",""
1328,4906,"2023-09-10","Delivered",323.95,"USD","credit_card","dhl",""
1329,6368,"2022-05-12","Refunded",119.95,"USD","debit_card","economy",""
1330,9967,"2025-07-04","Pending",405.99,"GBP","google_pay","economy",""
1331,5253,"2024-01-01","Processing",297.99,"GBP","debit_card","pickup_point",""
1332,6212,"2025-03-27","Shipped",800.99,"USD","apple_pay","fedex",""
1333,4163,"2024-08-06","Cancelled",328.99,"EUR","credit_card","overnight",""
1334,881,"2021-11-11","Returned",187.99,"USD","bank_transfer","standard",""
1335,1260,"2024-12-24","Delivered",577.99,"EUR","google_pay","ups",""
1336,5793,"2023-07-12","Delivered",802.95,"USD","apple_pay","economy",""
1337,2009,"2021-12-16","Refunded",779.99,"GBP","google_pay","pickup_point",""
1338,8774,"2022-11-20","Pending",186.99,"GBP","paypal","ups",""
1339,5738,"2021-03-13","Shipped",1235.99,"EUR","apple_pay","pickup_point",""
1340,7896,"2024-05-03","Refunded",993.99,"EUR","bank_transfer","pickup_point",""
1341,2972,"2023-08-26","Refunded",50.99,"GBP","credit_card","dhl",""
1342,5096,"2021-07-07","Shipped",665.95,"GBP","bank_transfer","fedex",""
1343,9906,"2023-12-21","Cancelled",657.99,"USD","apple_pay","pickup_point",""
1344,342,"2022-03-01","Refunded",991.95,"EUR","google_pay","standard",""
1345,969,"2023-11-21","Returned",1431.95,"USD","apple_pay","fedex",""
1346,3414,"2025-09-14","Cancelled",1021.99,"GBP","google_pay","standard",""
1347,4268,"2023-03-22","Returned",1314.95,"GBP","google_pay","standard",""
1348,4503,"2021-02-27","Processing",1170.95,"EUR","debit_card","standard",""
1349,7938,"2025-09-02","Cancelled",387.99,"GBP","google_pay","standard",""
1350,4942,"2025-02-16","Pending",1402.99,"EUR","debit_card","dhl",""
1351,4045,"2021-08-23","Returned",82.95,"GBP","paypal","economy","Fragile - handle with care"
1352,6286,"2024-06-07","Cancelled",978.95,"GBP","apple_pay","pickup_point",""
1353,719,"2022-10-16","Returned",1368.95,"USD","bank_transfer","express",""
1354,1617,"2021-06-20","Refunded",1466.95,"EUR","credit_card","economy",""
1355,3830,"2024-02-25","Shipped",402.99,"EUR","google_pay","fedex",""
1356,8346,"2021-12-11","Pending",63.99,"USD","bank_transfer","pickup_point",""
1357,4941,"2022-05-03","Shipped",783.95,"USD","credit_card","economy",""
1358,4808,"2024-06-18","Shipped",1437.99,"GBP","klarna","pickup_point",""
1359,9131,"2025-01-03","Cancelled",93.95,"EUR","apple_pay","fedex",""
1360,1110,"2025-05-06","Processing",715.99,"USD","bank_transfer","economy",""
1361,2211,"2022-01-11","Delivered",1429.99,"EUR","credit_card","dhl",""
1362,5712,"2021-12-23","Pending",648.99,"USD","debit_card","standard",""
1363,372,"2024-03-15","Returned",1043.99,"USD","klarna","pickup_point",""
1364,4777,"2024-07-27","Returned",927.99,"EUR","bank_transfer","dhl",""
1365,5484,"2025-12-26","Returned",807.99,"GBP","apple_pay","dhl",""
1366,1858,"2022-02-08","Shipped",296.99,"USD","bank_transfer","ups",""
1367,9998,"2024-09-07","Cancelled",1129.95,"GBP","klarna","express",""
1368,7826,"2022-05-29","Processing",724.99,"USD","bank_transfer","standard",""
1369,1343,"2025-09-01","Cancelled",542.99,"EUR","paypal","ups",""
1370,2588,"2023-03-06","Delivered",1103.95,"GBP","credit_card","overnight",""
1371,1863,"2021-11-02","Shipped",467.95,"USD","google_pay","ups",""
1372,5740,"2025-06-26","Returned",808.95,"USD","paypal","ups",""
1373,450,"2025-07-18","Refunded",218.95,"GBP","bank_transfer","dhl",""
1374,2487,"2022-04-20","Delivered",399.95,"GBP","debit_card","dhl",""
1375,7604,"2025-08-09","Returned",446.99,"EUR","apple_pay","standard",""
1376,4308,"2025-04-10","Refunded",937.95,"GBP","bank_transfer","standard",""
1377,471,"2024-03-31","Returned",1491.99,"GBP","paypal","standard",""
1378,2447,"2025-08-01","Shipped",284.99,"USD","bank_transfer","overnight",""
1379,5325,"2022-02-09","Cancelled",1457.95,"USD","paypal","ups",""
1380,6391,"2023-01-26","Processing",1446.95,"EUR","bank_transfer","economy",""
1381,3103,"2023-02-11","Returned",466.99,"USD","klarna","overnight",""
1382,2946,"2023-06-28","Pending",1274.95,"EUR","bank_transfer","fedex",""
1383,5104,"2025-02-25","Processing",380.95,"GBP","apple_pay","pickup_point",""
1384,5312,"2023-05-23","Returned",861.99,"USD","bank_transfer","fedex",""
1385,6032,"2023-04-27","Returned",1066.95,"USD","credit_card","ups",""
1386,3630,"2025-08-23","Delivered",1269.99,"EUR","bank_transfer","express",""
1387,4281,"2021-09-29","Delivered",771.95,"GBP","apple_pay","express",""
1388,430,"2024-03-21","Returned",1474.99,"USD","klarna","economy",""
1389,8302,"2021-12-07","Processing",1414.95,"GBP","klarna","ups",""
1390,6527,"2023-06-15","Returned",753.95,"EUR","bank_transfer","pickup_point",""
1391,828,"2021-11-18","Refunded",536.99,"EUR","apple_pay","standard",""
1392,9696,"2023-11-10","Cancelled",742.99,"EUR","bank_transfer","economy",""
